fecha;hospital;provincia;camas_iniciales_planta;camas_habilitadas_planta;camas_ocupadas_planta;camas_iniciales_uci;camas_habilitadas_uci;camas_ocupadas_uci;camas_ocupadas_covid_uci;codigo_ine
16/09/2023;Hospital El Bierzo;León;391;391;221;14;14;7;0;24089
16/09/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;512;60;55;40;0;37274
16/09/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;587;405;57;66;44;3;47186
16/09/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
16/09/2023;Complejo Asistencial de Zamora;Zamora;395;355;243;17;11;3;0;49275
17/09/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;676;481;42;47;26;0;9059
17/09/2023;Hospital Santiago Apóstol;Burgos;114;104;55;0;0;0;0;9059
17/09/2023;Hospital de Medina del Campo;Valladolid;119;109;46;0;0;0;0;47186
18/09/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;673;523;42;47;29;0;9059
18/09/2023;Hospital Santiago Apóstol;Burgos;114;104;68;0;0;0;0;9059
18/09/2023;Hospital Santos Reyes;Burgos;114;114;38;0;0;0;0;9059
18/09/2023;Hospital de Medina del Campo;Valladolid;119;109;53;0;0;0;0;47186
19/09/2023;Complejo Asistencial de Ávila;Ávila;422;360;250;14;10;5;1;5019
19/09/2023;Hospital Santiago Apóstol;Burgos;114;104;69;0;0;0;0;9059
19/09/2023;Hospital Santos Reyes;Burgos;114;114;47;0;0;0;0;9059
19/09/2023;Complejo Asistencial Universitario de León;León;850;876;613;44;53;24;4;24089
19/09/2023;Complejo Asistencial de Segovia;Segovia;365;325;217;16;19;4;1;40004
19/09/2023;Complejo Asistencial de Soria;Soria;319;236;166;14;14;2;0;42173
19/09/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;581;450;57;66;50;3;47186
19/09/2023;Complejo Asistencial de Zamora;Zamora;395;354;305;17;11;3;0;49275
20/09/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;691;526;42;47;28;0;9059
20/09/2023;Complejo Asistencial Universitario de León;León;850;876;632;44;53;26;2;24089
20/09/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;426;300;20;15;7;1;34120
20/09/2023;Complejo Asistencial de Segovia;Segovia;365;325;217;16;19;5;1;40004
20/09/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
21/09/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;700;534;42;47;33;1;9059
21/09/2023;Hospital Santiago Apóstol;Burgos;114;104;74;0;0;0;0;9059
21/09/2023;Complejo Asistencial Universitario de León;León;850;876;627;44;53;26;2;24089
21/09/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;576;472;57;66;49;3;47186
21/09/2023;Hospital Universitario Río Hortega;Valladolid;573;503;412;33;37;34;4;47186
21/09/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
21/09/2023;Complejo Asistencial de Zamora;Zamora;395;356;299;17;11;7;0;49275
22/09/2023;Complejo Asistencial de Ávila;Ávila;422;360;248;14;10;5;0;5019
22/09/2023;Complejo Asistencial de Soria;Soria;319;237;160;14;14;5;0;42173
22/09/2023;Complejo Asistencial de Zamora;Zamora;395;355;294;17;11;6;0;49275
23/09/2023;Complejo Asistencial de Ávila;Ávila;422;360;239;14;10;5;0;5019
23/09/2023;Hospital Santos Reyes;Burgos;114;114;59;0;0;0;0;9059
23/09/2023;Complejo Asistencial Universitario de León;León;850;876;535;44;53;22;1;24089
23/09/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;498;60;55;41;0;37274
23/09/2023;Complejo Asistencial de Segovia;Segovia;365;325;188;16;19;6;0;40004
23/09/2023;Complejo Asistencial de Soria;Soria;319;235;143;14;14;5;0;42173
23/09/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;580;425;57;66;35;3;47186
23/09/2023;Hospital de Medina del Campo;Valladolid;119;109;45;0;0;0;0;47186
23/09/2023;Hospital Universitario Río Hortega;Valladolid;573;514;335;33;37;29;3;47186
23/09/2023;Complejo Asistencial de Zamora;Zamora;395;356;265;17;11;4;0;49275
24/09/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;498;60;55;41;0;37274
24/09/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
25/09/2023;Hospital Santos Reyes;Burgos;114;114;56;0;0;0;0;9059
25/09/2023;Complejo Asistencial Universitario de León;León;850;876;534;44;53;20;1;24089
25/09/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;395;313;20;15;6;0;34120
25/09/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;553;60;55;43;0;37274
26/09/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
27/09/2023;Hospital El Bierzo;León;391;391;273;14;14;7;0;24089
27/09/2023;Complejo Asistencial de Soria;Soria;319;234;146;14;14;2;0;42173
28/09/2023;Complejo Asistencial de Ávila;Ávila;422;360;240;14;10;5;0;5019
28/09/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;710;530;42;47;40;1;9059
28/09/2023;Hospital Santiago Apóstol;Burgos;114;102;61;0;0;0;0;9059
28/09/2023;Hospital El Bierzo;León;391;391;269;14;14;7;0;24089
28/09/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;411;310;20;15;8;0;34120
28/09/2023;Complejo Asistencial de Soria;Soria;319;234;137;14;14;3;0;42173
28/09/2023;Hospital de Medina del Campo;Valladolid;119;109;70;0;0;0;0;47186
28/09/2023;Hospital Universitario Río Hortega;Valladolid;573;512;394;33;37;26;2;47186
29/09/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;714;509;42;48;43;1;9059
29/09/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;411;310;20;15;6;0;34120
29/09/2023;Complejo Asistencial de Soria;Soria;319;235;141;14;14;5;0;42173
29/09/2023;Hospital Universitario Río Hortega;Valladolid;573;516;385;33;37;30;2;47186
30/09/2023;Hospital El Bierzo;León;391;391;222;14;14;9;0;24089
30/09/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;410;287;20;15;7;0;34120
30/09/2023;Complejo Asistencial de Segovia;Segovia;365;325;202;16;19;4;0;40004
30/09/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;627;396;57;66;49;2;47186
30/09/2023;Hospital de Medina del Campo;Valladolid;119;119;58;0;0;0;0;47186
30/09/2023;Complejo Asistencial de Zamora;Zamora;395;353;266;17;11;4;0;49275
01/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;410;290;20;15;9;0;34120
01/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;200;16;19;8;0;40004
01/10/2023;Hospital de Medina del Campo;Valladolid;119;119;57;0;0;0;0;47186
02/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;746;524;42;47;36;0;9059
02/10/2023;Hospital Santiago Apóstol;Burgos;114;104;59;0;0;0;0;9059
02/10/2023;Hospital Santos Reyes;Burgos;114;114;50;0;0;0;0;9059
02/10/2023;Complejo Asistencial Universitario de León;León;850;876;662;44;53;18;0;24089
02/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;410;319;20;15;11;0;34120
02/10/2023;Complejo Asistencial de Soria;Soria;319;236;156;14;14;5;1;42173
02/10/2023;Complejo Asistencial de Zamora;Zamora;395;353;309;17;11;5;0;49275
03/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;273;14;10;7;2;5019
03/10/2023;Hospital Santos Reyes;Burgos;114;114;58;0;0;0;0;9059
03/10/2023;Complejo Asistencial Universitario de León;León;850;876;697;44;53;16;0;24089
03/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;410;308;20;15;14;0;34120
04/10/2023;Hospital El Bierzo;León;391;391;292;14;14;10;0;24089
04/10/2023;Hospital Universitario Río Hortega;Valladolid;573;511;381;33;37;31;1;47186
04/10/2023;Complejo Asistencial de Zamora;Zamora;395;354;322;17;11;5;0;49275
05/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;758;552;42;48;37;1;9059
05/10/2023;Hospital Santiago Apóstol;Burgos;114;103;67;0;0;0;0;9059
05/10/2023;Hospital Santos Reyes;Burgos;114;114;58;0;0;0;0;9059
05/10/2023;Hospital de Medina del Campo;Valladolid;119;119;64;0;0;0;0;47186
05/10/2023;Hospital Universitario Río Hortega;Valladolid;573;513;379;33;37;22;2;47186
05/10/2023;Complejo Asistencial de Zamora;Zamora;395;354;314;17;11;5;0;49275
06/10/2023;Hospital Santiago Apóstol;Burgos;114;103;65;0;0;0;0;9059
06/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;432;310;20;15;11;0;34120
06/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;554;60;55;43;0;37274
06/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;229;16;19;6;0;40004
07/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;253;14;10;4;0;5019
07/10/2023;Hospital Santiago Apóstol;Burgos;114;101;58;0;0;0;0;9059
07/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;415;328;20;15;10;0;34120
07/10/2023;Complejo Asistencial de Soria;Soria;319;234;152;14;14;2;1;42173
07/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;620;410;57;68;38;1;47186
08/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;190;14;10;4;0;5019
08/10/2023;Hospital Santiago Apóstol;Burgos;114;101;52;0;0;0;0;9059
08/10/2023;Hospital El Bierzo;León;391;391;265;14;14;14;0;24089
08/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;544;60;55;41;0;37274
08/10/2023;Complejo Asistencial de Zamora;Zamora;395;352;291;17;11;6;0;49275
09/10/2023;Hospital Santiago Apóstol;Burgos;114;101;50;0;0;0;0;9059
09/10/2023;Hospital Santos Reyes;Burgos;114;114;56;0;0;0;0;9059
09/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;563;60;55;44;0;37274
09/10/2023;Complejo Asistencial de Soria;Soria;319;233;166;14;14;4;1;42173
09/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;618;430;57;68;38;1;47186
09/10/2023;Hospital de Medina del Campo;Valladolid;119;119;47;0;0;0;0;47186
09/10/2023;Complejo Asistencial de Zamora;Zamora;395;352;313;17;11;7;0;49275
10/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;222;14;10;4;0;5019
10/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;755;520;42;48;35;0;9059
10/10/2023;Hospital El Bierzo;León;391;391;308;14;14;8;0;24089
10/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;606;419;57;68;46;1;47186
10/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
11/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;759;543;42;47;35;0;9059
11/10/2023;Complejo Asistencial de Zamora;Zamora;395;354;304;17;11;5;2;49275
12/10/2023;Hospital Santos Reyes;Burgos;114;114;45;0;0;0;0;9059
12/10/2023;Complejo Asistencial de Soria;Soria;319;237;151;14;14;1;0;42173
12/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;608;419;57;68;46;1;47186
12/10/2023;Hospital de Medina del Campo;Valladolid;119;119;47;0;0;0;0;47186
12/10/2023;Hospital Universitario Río Hortega;Valladolid;573;514;327;33;37;31;1;47186
13/10/2023;Hospital Santiago Apóstol;Burgos;114;103;54;0;0;0;0;9059
13/10/2023;Complejo Asistencial Universitario de León;León;850;876;592;44;53;23;1;24089
13/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;567;60;55;38;0;37274
13/10/2023;Hospital de Medina del Campo;Valladolid;119;119;52;0;0;0;0;47186
13/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
14/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;235;14;10;4;0;5019
14/10/2023;Hospital Santiago Apóstol;Burgos;114;103;45;0;0;0;0;9059
14/10/2023;Hospital Santos Reyes;Burgos;114;114;62;0;0;0;0;9059
14/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;190;16;19;6;0;40004
14/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;612;418;57;68;43;1;47186
14/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
14/10/2023;Complejo Asistencial de Zamora;Zamora;395;354;275;17;11;5;2;49275
15/10/2023;Hospital Santiago Apóstol;Burgos;114;101;51;0;0;0;0;9059
15/10/2023;Hospital Santos Reyes;Burgos;114;114;54;0;0;0;0;9059
15/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;417;335;20;15;10;0;34120
15/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;612;422;57;68;43;1;47186
15/10/2023;Hospital Universitario Río Hortega;Valladolid;573;512;326;33;37;23;0;47186
15/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
16/10/2023;Hospital Santiago Apóstol;Burgos;114;101;63;0;0;0;0;9059
16/10/2023;Hospital Universitario Río Hortega;Valladolid;573;503;366;33;37;29;0;47186
17/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;749;562;42;47;36;0;9059
17/10/2023;Hospital Santiago Apóstol;Burgos;114;101;71;0;0;0;0;9059
17/10/2023;Complejo Asistencial Universitario de León;León;850;876;648;44;53;20;1;24089
17/10/2023;Complejo Asistencial de Soria;Soria;319;239;171;14;14;5;0;42173
18/10/2023;Hospital Santiago Apóstol;Burgos;114;103;71;0;0;0;0;9059
18/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;423;340;20;15;11;0;34120
19/10/2023;Hospital Santiago Apóstol;Burgos;114;104;70;0;0;0;0;9059
19/10/2023;Hospital El Bierzo;León;391;391;290;14;14;8;0;24089
19/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;423;327;20;15;11;0;34120
19/10/2023;Complejo Asistencial de Soria;Soria;319;248;173;14;14;3;0;42173
19/10/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;609;461;57;68;48;1;47186
20/10/2023;Hospital Santiago Apóstol;Burgos;114;104;69;0;0;0;0;9059
20/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;232;16;19;1;0;40004
20/10/2023;Complejo Asistencial de Zamora;Zamora;395;355;291;17;11;2;0;49275
21/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;575;60;55;37;0;37274
21/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;217;16;19;6;0;40004
22/10/2023;Hospital El Bierzo;León;391;391;258;14;14;6;0;24089
22/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;438;275;20;15;13;0;34120
22/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
23/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;703;559;42;47;36;0;9059
23/10/2023;Hospital El Bierzo;León;391;391;273;14;14;7;0;24089
23/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;541;60;55;37;0;37274
24/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;283;14;10;6;1;5019
24/10/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;697;568;42;50;44;0;9059
24/10/2023;Complejo Asistencial de Soria;Soria;319;246;179;14;14;5;1;42173
24/10/2023;Hospital Universitario Río Hortega;Valladolid;573;510;410;33;37;31;2;47186
24/10/2023;Complejo Asistencial de Zamora;Zamora;395;355;268;17;11;4;0;49275
25/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;438;296;20;15;13;0;34120
25/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;220;16;19;9;2;40004
25/10/2023;Hospital de Medina del Campo;Valladolid;119;119;60;0;0;0;0;47186
26/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;284;14;10;5;0;5019
26/10/2023;Hospital El Bierzo;León;391;391;295;14;14;9;0;24089
27/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;270;14;10;6;0;5019
27/10/2023;Hospital Santiago Apóstol;Burgos;114;101;72;0;0;0;0;9059
27/10/2023;Hospital El Bierzo;León;391;391;289;14;14;8;0;24089
27/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;249;16;19;4;1;40004
27/10/2023;Hospital Universitario Río Hortega;Valladolid;573;506;387;33;37;26;1;47186
28/10/2023;Hospital El Bierzo;León;391;391;278;14;14;7;0;24089
28/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;218;16;19;2;0;40004
28/10/2023;Hospital Universitario Río Hortega;Valladolid;573;510;347;33;37;24;1;47186
28/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
29/10/2023;Complejo Asistencial Universitario de León;León;850;876;569;44;53;18;0;24089
29/10/2023;Hospital El Bierzo;León;391;391;264;14;14;7;0;24089
29/10/2023;Complejo Asistencial de Segovia;Segovia;365;320;216;16;19;3;0;40004
29/10/2023;Hospital de Medina del Campo;Valladolid;119;119;49;0;0;0;0;47186
29/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
30/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;269;14;10;4;0;5019
30/10/2023;Complejo Asistencial Universitario de León;León;850;876;569;44;53;18;0;24089
30/10/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;538;60;55;40;0;37274
30/10/2023;Hospital de Medina del Campo;Valladolid;119;119;52;0;0;0;0;47186
30/10/2023;Hospital Universitario Río Hortega;Valladolid;573;509;394;33;37;25;1;47186
30/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
31/10/2023;Complejo Asistencial de Ávila;Ávila;422;360;260;14;10;3;0;5019
31/10/2023;Hospital Santiago Apóstol;Burgos;114;101;65;0;0;0;0;9059
31/10/2023;Hospital Santos Reyes;Burgos;114;114;79;0;0;0;0;9059
31/10/2023;Complejo Asistencial Universitario de León;León;850;876;649;44;53;20;0;24089
31/10/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;419;317;20;15;13;0;34120
31/10/2023;Complejo Asistencial de Soria;Soria;319;249;173;14;14;5;1;42173
31/10/2023;Hospital de Medina del Campo;Valladolid;119;119;50;0;0;0;0;47186
31/10/2023;Hospital Universitario Río Hortega;Valladolid;573;507;413;33;37;28;1;47186
31/10/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
01/11/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;696;543;42;47;31;1;9059
01/11/2023;Hospital Santiago Apóstol;Burgos;114;101;61;0;0;0;0;9059
01/11/2023;Complejo Asistencial Universitario de León;León;850;876;588;44;53;20;0;24089
01/11/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;421;322;20;15;8;0;34120
01/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;215;16;19;4;0;40004
01/11/2023;Complejo Asistencial de Soria;Soria;319;242;161;14;14;5;1;42173
01/11/2023;Complejo Asistencial de Zamora;Zamora;395;354;286;17;11;2;0;49275
02/11/2023;Hospital Santiago Apóstol;Burgos;114;101;50;0;0;0;0;9059
02/11/2023;Hospital Santos Reyes;Burgos;114;114;89;0;0;0;0;9059
02/11/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;567;60;55;38;0;37274
03/11/2023;Hospital Santiago Apóstol;Burgos;114;101;53;0;0;0;0;9059
03/11/2023;Hospital Santos Reyes;Burgos;114;114;66;0;0;0;0;9059
03/11/2023;Complejo Asistencial Universitario de León;León;850;876;606;44;53;28;1;24089
03/11/2023;Complejo Asistencial de Soria;Soria;319;243;176;14;14;5;1;42173
03/11/2023;Hospital de Medina del Campo;Valladolid;119;119;55;0;0;0;0;47186
04/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;263;14;10;3;0;5019
04/11/2023;Complejo Asistencial Universitario de León;León;850;876;529;44;53;28;1;24089
04/11/2023;Hospital de Medina del Campo;Valladolid;119;119;56;0;0;0;0;47186
04/11/2023;Hospital Universitario Río Hortega;Valladolid;573;512;385;33;37;29;0;47186
04/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
05/11/2023;Hospital El Bierzo;León;391;391;282;14;14;6;0;24089
05/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;216;16;19;2;0;40004
05/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;631;406;57;68;42;1;47186
05/11/2023;Hospital Universitario Río Hortega;Valladolid;573;512;386;33;37;30;0;47186
05/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
05/11/2023;Complejo Asistencial de Zamora;Zamora;395;355;266;17;11;6;0;49275
06/11/2023;Complejo Asistencial Universitario de Burgos;Burgos;842;690;589;42;47;36;0;9059
06/11/2023;Hospital El Bierzo;León;391;391;291;14;14;6;0;24089
06/11/2023;Complejo Asistencial de Soria;Soria;319;244;189;14;14;4;0;42173
06/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;629;430;57;68;43;1;47186
06/11/2023;Hospital de Medina del Campo;Valladolid;119;119;60;0;0;0;0;47186
06/11/2023;Hospital Universitario Río Hortega;Valladolid;573;505;436;33;37;29;0;47186
06/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
07/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;241;14;10;5;1;5019
07/11/2023;Complejo Asistencial Universitario de León;León;850;876;627;44;53;20;1;24089
07/11/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;551;60;55;41;0;37274
07/11/2023;Complejo Asistencial de Zamora;Zamora;395;353;302;17;11;4;0;49275
08/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;239;14;10;4;0;5019
08/11/2023;Hospital Santos Reyes;Burgos;114;114;70;0;0;0;0;9059
08/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;232;16;19;5;0;40004
08/11/2023;Complejo Asistencial de Soria;Soria;319;241;185;14;14;4;1;42173
08/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;619;448;57;68;50;1;47186
08/11/2023;Hospital Universitario Río Hortega;Valladolid;573;512;451;33;37;32;0;47186
08/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
08/11/2023;Complejo Asistencial de Zamora;Zamora;395;354;309;17;11;4;0;49275
09/11/2023;Hospital Santos Reyes;Burgos;114;114;78;0;0;0;0;9059
09/11/2023;Complejo Asistencial Universitario de León;León;850;876;657;44;53;22;1;24089
09/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;228;16;19;6;0;40004
09/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;613;452;57;68;50;0;47186
09/11/2023;Hospital Universitario Río Hortega;Valladolid;573;511;436;33;37;32;0;47186
09/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
10/11/2023;Hospital Santiago Apóstol;Burgos;114;101;71;0;0;0;0;9059
10/11/2023;Hospital Santos Reyes;Burgos;114;114;72;0;0;0;0;9059
10/11/2023;Complejo Asistencial Universitario de León;León;850;876;649;44;53;30;1;24089
10/11/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;420;306;20;15;11;0;34120
10/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;233;16;19;9;0;40004
10/11/2023;Complejo Asistencial de Soria;Soria;319;241;164;14;14;4;0;42173
10/11/2023;Hospital de Medina del Campo;Valladolid;119;119;64;0;0;0;0;47186
10/11/2023;Hospital Universitario Río Hortega;Valladolid;573;514;448;33;37;28;0;47186
11/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;229;14;10;5;0;5019
11/11/2023;Hospital Santiago Apóstol;Burgos;114;101;55;0;0;0;0;9059
11/11/2023;Hospital El Bierzo;León;391;391;245;14;14;8;0;24089
11/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;629;427;57;68;38;0;47186
11/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
12/11/2023;Hospital Santiago Apóstol;Burgos;114;101;56;0;0;0;0;9059
12/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;629;427;57;68;38;0;47186
12/11/2023;Complejo Asistencial de Zamora;Zamora;395;353;269;17;11;5;1;49275
13/11/2023;Complejo Asistencial Universitario de León;León;850;876;673;44;53;22;1;24089
13/11/2023;Hospital El Bierzo;León;391;391;280;14;14;8;0;24089
13/11/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;415;319;20;15;12;0;34120
13/11/2023;Complejo Asistencial de Soria;Soria;319;240;158;14;14;2;0;42173
14/11/2023;Complejo Asistencial Universitario de León;León;850;876;665;44;53;28;0;24089
14/11/2023;Hospital El Bierzo;León;391;391;287;14;14;7;0;24089
14/11/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;576;60;55;40;0;37274
14/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;619;442;57;68;50;0;47186
14/11/2023;Hospital de Medina del Campo;Valladolid;119;119;63;0;0;0;0;47186
14/11/2023;Hospital Universitario Río Hortega;Valladolid;573;515;423;33;37;28;0;47186
15/11/2023;Hospital Santos Reyes;Burgos;114;114;89;0;0;0;0;9059
15/11/2023;Hospital El Bierzo;León;391;391;286;14;14;5;0;24089
15/11/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;419;294;20;15;9;0;34120
15/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;621;450;57;68;49;0;47186
16/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;252;14;10;5;0;5019
16/11/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;577;60;55;40;0;37274
16/11/2023;Complejo Asistencial de Soria;Soria;319;246;174;14;14;3;0;42173
16/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;624;449;57;68;43;0;47186
16/11/2023;Hospital Universitario Río Hortega;Valladolid;573;510;417;33;37;29;0;47186
17/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;254;14;10;3;0;5019
17/11/2023;Complejo Asistencial Universitario de León;León;850;876;649;44;53;25;0;24089
17/11/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;585;60;55;40;0;37274
17/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;217;16;19;5;0;40004
17/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;631;447;57;68;46;0;47186
18/11/2023;Complejo Asistencial de Ávila;Ávila;422;360;240;14;10;4;0;5019
18/11/2023;Hospital Santiago Apóstol;Burgos;114;100;56;0;0;0;0;9059
18/11/2023;Hospital Santos Reyes;Burgos;114;114;78;0;0;0;0;9059
18/11/2023;Hospital El Bierzo;León;391;391;276;14;14;5;0;24089
18/11/2023;Complejo Asistencial de Soria;Soria;319;246;165;14;14;2;0;42173
18/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;629;439;57;68;43;0;47186
19/11/2023;Hospital Santos Reyes;Burgos;114;114;83;0;0;0;0;9059
19/11/2023;Complejo Asistencial Universitario de León;León;850;876;546;44;53;21;0;24089
19/11/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;420;310;20;15;8;0;34120
19/11/2023;Hospital Clínico Universitario de Valladolid;Valladolid;674;629;439;57;68;43;0;47186
19/11/2023;Edificio Rondilla;Valladolid;0;0;0;0;0;0;0;47186
20/11/2023;Hospital Santiago Apóstol;Burgos;114;98;56;0;0;0;0;9059
20/11/2023;Hospital Santos Reyes;Burgos;114;114;75;0;0;0;0;9059
20/11/2023;Complejo Asistencial Universitario de Palencia;Palencia;451;420;310;20;15;8;0;34120
20/11/2023;Complejo Asistencial Universitario de Salamanca;Salamanca;721;710;540;60;55;40;0;37274
20/11/2023;Complejo Asistencial de Segovia;Segovia;365;320;229;16;19;5;0;40004
